-DOCSTART- -X- -X- O
the DT DT O
case NN NN O
of IN IN O
a DT DT O
driving VBG VBG O
licence NN NN O
to TO TO O
drive NN NN O
as IN IN O
a DT DT O
paid NN NN O
employee NN NN O
or CC CC O
to TO TO O
drive NN NN O
a DT DT O
transport NN NN O
vehicle NN NN O
one CD CD O
of IN IN O
the DT DT O
photographs NN NN O
referred VBN VBN O
to TO TO O
in IN IN O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
4 CD CD O
) ) ) O
of IN IN O
Section NN NN O
7 CD CD O
shall MD MD O
also RB RB O
be VB VB O
affixed NN NN O
thereto NN NN O
. . . O

The DT DT O
scheme NN NN O
of IN IN O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
2 CD CD O
) ) ) O
of IN IN O
Section NN NN O
8 CD CD O
is VBZ VBZ O
that IN IN O
for IN IN O
each DT DT O
kind NN NN O
of IN IN O
the DT DT O
motor NN NN O
vehicles NNS NNS O
enumerated VBN VBN O
as IN IN O
( ( ( O
a DT DT O
) ) ) O
to TO TO O
( ( ( O
g NN NN O
) ) ) O
it PRP PRP O
is VBZ VBZ O
necessary JJ JJ O
to TO TO O
obtain VB VB O
different JJ JJ O
licences NNS NNS O
or CC CC O
authority NN NN O
to TO TO O
drive NN NN O
the DT DT O
same JJ JJ O
. . . O

In IN IN O
other JJ JJ O
words NNS NNS O
, , , O
a DT DT O
driving VBG VBG O
licence NN NN O
for IN IN O
one CD CD O
category NN NN O
of IN IN O
motor NN NN O
vehicle NN NN O
enumerated VBN VBN O
in IN IN O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
2 CD CD O
) ) ) O
of IN IN O
Section NN NN O
8 CD CD O
would MD MD O
not RB RB O
enable JJ JJ O
or CC CC O
entitle NN NN O
the DT DT O
licensee NN NN O
to TO TO O
drive NN NN O
another DT DT O
kind NN NN O
of IN IN O
motor NN NN O
vehicle NN NN O
unless IN IN O
he PRP PRP O
is VBZ VBZ O
armed VBN VBN O
with IN IN O
a DT DT O
licence NN NN O
for IN IN O
driving VBG VBG O
that IN IN O
category NN NN O
of IN IN O
motor NN NN O
vehicle NN NN O
also RB RB O
. . . O

Now RB RB O
it PRP PRP O
is VBZ VBZ O
necessary JJ JJ O
to TO TO O
notice NN NN O
that IN IN O
of IN IN O
the DT DT O
different JJ JJ O
categories NNS NNS O
of IN IN O
motor NN NN O
vehicles NNS NNS O
mentioned VBN VBN O
in IN IN O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
2 CD CD O
), NN NN O
one CD CD O
is VBZ VBZ O
light NN NN O
motor NN NN O
vehicle NN NN O
, , , O
another DT DT O
is VBZ VBZ O
medium NN NN O
goods NNS NNS O
vehicle NN NN O
, , , O
another DT DT O
is VBZ VBZ O
medium NN NN O
passenger NN NN O
motor NN NN O
vehicle NN NN O
, , , O
another DT DT O
is VBZ VBZ O
heavy JJ JJ O
goods NNS NNS O
vehicle NN NN O
and CC CC O
still RB RB O
another DT DT O
is VBZ VBZ O
heavy JJ JJ O
pas NN NN O
- : : O

senger NN NN O
motor NN NN O
vehicle NN NN O
. . . O

If IN IN O
these DT DT O
different JJ JJ O
kinds NNS NNS O
or CC CC O
categories NNS NNS O
of IN IN O
motor NN NN O
vehicles NNS NNS O
require NN NN O
different JJ JJ O
licences NNS NNS O
authorising VBG VBG O
the DT DT O
holder NN NN O
thereof NN NN O
to TO TO O
drive NN NN O
particular JJ JJ O
category NN NN O
or CC CC O
categories NNS NNS O
of IN IN O
motor NN NN O
vehicles NNS NNS O
, , , O
it PRP PRP O
goes VBZ VBZ O
without IN IN O
saying VBG VBG O
that IN IN O
while IN IN O
Section NN NN O
4 CD CD O
and CC CC O
Section NN NN O
7 CD CD O
govern NN NN O
all DT DT O
categories NNS NNS O
of IN IN O
motor NN NN O
vehicles NNS NNS O
mentioned VBN VBN O
in IN IN O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
2 CD CD O
) ) ) O
( ( ( O
unless IN IN O
exempted VBN VBN O
by IN IN O
the DT DT O
particular JJ JJ O
provision NN NN O
therein NN NN O
), NN NN O
the DT DT O
State NN NN O
Government NN NN O
is VBZ VBZ O
competent NN NN O
to TO TO O
make VB VB O
rules NNS NNS O
stipulating VBG VBG O
further RB RB O
qualifications NNS NNS O
or CC CC O
additional JJ JJ O
qualifications NNS NNS O
for IN IN O
each DT DT O
category NN NN O
of IN IN O
motor NN NN O
vehicles NNS NNS O
. . . O

If IN IN O
the DT DT O
contention NN NN O
advanced JJ JJ O
on IN IN O
behalf NN NN O
of IN IN O
the DT DT O
petitioner NN NN O
that IN IN O
on IN IN O
being VBG VBG O
satisfied JJ JJ O
of IN IN O
the DT DT O
fact NN NN O
that IN IN O
there RB RB O
is VBZ VBZ O
a DT DT O
duly NN NN O
made VBN VBN O
application NN NN O
, , , O
that IN IN O
the DT DT O
applicant NN NN O
is VBZ VBZ O
physically RB RB O
fit NN NN O
, , , O
that IN IN O
he PRP PRP O
is VBZ VBZ O
competent NN NN O
to TO TO O
drive NN NN O
, , , O
that IN IN O
he PRP PRP O
has VBZ VBZ O
paid NN NN O
the DT DT O
required VBN VBN O
fee NN NN O
and CC CC O
that IN IN O
he PRP PRP O
is VBZ VBZ O
not RB RB O
disqualified VBN VBN O
under IN IN O
Section NN NN O
4 CD CD O
an DT DT O
applicant NN NN O
is VBZ VBZ O
entitled VBN VBN O
to TO TO O
obtain VB VB O
a DT DT O
licence NN NN O
, , , O
then RB RB O
Section NN NN O
21 CD CD O
of IN IN O
the DT DT O
Act NNP NNP O
enabling VBG VBG O
a DT DT O
State NN NN O
Government NN NN O
to TO TO O
make VB VB O
rules NNS NNS O
for IN IN O
the DT DT O
purpose NN NN O
of IN IN O
carrying VBG VBG O
into IN IN O
effect NN NN O
the DT DT O
provisions NNS NNS O
of IN IN O
Chapter NN NN O
II NN NN O
in IN IN O
the DT DT O
Act NNP NNP O
relating VBG VBG O
to TO TO O
licensing NN NN O
of IN IN O
drivers NNS NNS O
of IN IN O
Motor NNP NNP O
Vehicles NNS NNS O
, , , O
would MD MD O
become NN NN O
otiose NN NN O
. . . O

The DT DT O
argument NN NN O
is VBZ VBZ O
that IN IN O
any DT DT O
qualification NN NN O
other JJ JJ O
than IN IN O
that IN IN O
is VBZ VBZ O
mentioned VBN VBN O
in IN IN O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
8 CD CD O
) ) ) O
of IN IN O
Section NN NN O
7 CD CD O
need NN NN O
not RB RB O
be VB VB O
looked VBD VBD O
into IN IN O
or CC CC O
considered VBN VBN O
by IN IN O
the DT DT O
licensing NN NN O
authority NN NN O
. . . O

In IN IN O
fact NN NN O
the DT DT O
argument NN NN O
goes VBZ VBZ O
to TO TO O
the DT DT O
extent NN NN O
of IN IN O
submitting VBG VBG O
that IN IN O
any DT DT O
such JJ JJ O
additional JJ JJ O
qualification NN NN O
would MD MD O
be VB VB O
contrary JJ JJ O
to TO TO O
the DT DT O
scheme NN NN O
revealed VBD VBD O
by IN IN O
the DT DT O
provisions NNS NNS O
contained VBN VBN O
in IN IN O
Sections NNS NNS O
4 CD CD O
, , , O
7 CD CD O
and CC CC O
8 CD CD O
of IN IN O
the DT DT O
Act NNP NNP O
. . . O

8 CD CD O
. . . O

In IN IN O
support NN NN O
of IN IN O
the DT DT O
contention NN NN O
advanced JJ JJ O
on IN IN O
behalf NN NN O
of IN IN O
the DT DT O
petitioner NN NN O
as IN IN O
aforesaid NN NN O
the DT DT O
learned VBN VBN O
counsel NN NN O
for IN IN O
the DT DT O
petitioner NN NN O
relies NNS NNS O
on IN IN O
the DT DT O
decision NN NN O
of IN IN O
the DT DT O
Karnataka NNP NNP O
High JJ JJ O
Court NNP NNP O
in IN IN O
H NN NN O
. . . O
Ganesh NN NN O
v NN NN O
. . . O
State NN NN O
( ( ( O
AIR NN NN O
1977 CD CD O
Kant NN NN O
165 CD CD O
). NN NN O

No DT DT O
doubt NN NN O
this DT DT O
decision NN NN O
to TO TO O
a DT DT O
certain JJ JJ O
extent NN NN O
supports NNS NNS O
the DT DT O
submission NN NN O
made VBN VBN O
by IN IN O
the DT DT O
learned VBN VBN O
counsel NN NN O
for IN IN O
the DT DT O
petitioner NN NN O
. . . O

The DT DT O
reason NN NN O
for IN IN O
holding VBG VBG O
so RB RB O
is VBZ VBZ O
stated VBN VBN O
by IN IN O
that IN IN O
High JJ JJ O
Court NNP NNP O
as IN IN O
follows VBZ VBZ O
: : : O

" NN NN O
While IN IN O
Section NN NN O
7 CD CD O
( ( ( O
8 CD CD O
) ) ) O
provides VBZ VBZ O
that IN IN O
a DT DT O
licence NN NN O
shall MD MD O
be VB VB O
granted VBN VBN O
when WRB WRB O
the DT DT O
application NN NN O
has VBZ VBZ O
been VBN VBN O
duly NN NN O
made VBN VBN O
and CC CC O
where WRB WRB O
the DT DT O
applicant NN NN O
has VBZ VBZ O
satisfied JJ JJ O
the DT DT O
authority NN NN O
of IN IN O
his PRP$ PRP$ O
physical JJ JJ O
fitness NN NN O
and CC CC O
of IN IN O
his PRP$ PRP$ O
competence NN NN O
to TO TO O
drive NN NN O
the DT DT O
particular JJ JJ O
type NN NN O
of IN IN O
vehicle NN NN O
and CC CC O
has VBZ VBZ O
paid NN NN O
the DT DT O
prescribed NNS NNS O
fee NN NN O
and CC CC O
he PRP PRP O
is VBZ VBZ O
not RB RB O
disqualified VBN VBN O
under IN IN O
Section NN NN O
4 CD CD O
from IN IN O
driving VBG VBG O
the DT DT O
motor NN NN O
vehicle NN NN O
or CC CC O
for IN IN O
the DT DT O
time NN NN O
being VBG VBG O
is VBZ VBZ O
disqualified VBN VBN O
from IN IN O
holding VBG VBG O
or CC CC O
obtaining VBG VBG O
a DT DT O
driving VBG VBG O
licence NN NN O
, , , O
the DT DT O
rule NN NN O
provides VBZ VBZ O
that IN IN O
notwithstanding VBG VBG O
all DT DT O
these DT DT O
conditions NNS NNS O
being VBG VBG O
satisfied JJ JJ O
, , , O
no DT DT O
authorisation NN NN O
for IN IN O
driving VBG VBG O
heavy JJ JJ O
motor NN NN O
vehi NN NN O
- : : O

cles NNS NNS O
shall MD MD O
be VB VB O
granted VBN VBN O
unless IN IN O
the DT DT O
applicant NN NN O
satisfies NNS NNS O
that IN IN O
he PRP PRP O
has VBZ VBZ O
had VBD VBD O
at IN IN O
least JJS JJS O
two CD CD O
years NNS NNS O
' '' '' O
experience NN NN O
in IN IN O
driving VBG VBG O
medium NN NN O
motor NN NN O
vehicles NNS NNS O
. . . O

The DT DT O
Rule NN NN O
5 CD CD O
( ( ( O
2 CD CD O
) ) ) O
makes VBZ VBZ O
a DT DT O
provision NN NN O
which WDT WDT O
is VBZ VBZ O
inconsistent NN NN O
with IN IN O
the DT DT O
provisions NNS NNS O
in IN IN O
Act NNP NNP O
and CC CC O
actually RB RB O
nullifies NNS NNS O
the DT DT O
provisions NNS NNS O
in IN IN O
the DT DT O
Act NNP NNP O
. . . O

9 CD CD O
. . . O

With IN IN O
respect NN NN O
, , , O
the DT DT O
principle NN NN O
stated VBN VBN O
aforesaid NN NN O
and CC CC O
the DT DT O
arguments NNS NNS O
advanced JJ JJ O
before IN IN O
me PRP PRP O
fail NN NN O
to TO TO O
take VB VB O
note NN NN O
of IN IN O
the DT DT O
fact NN NN O
that IN IN O
both DT DT O
under IN IN O
Section NN NN O
7 CD CD O
( ( ( O
1 CD CD O
) ) ) O
and CC CC O
Section NN NN O
7 CD CD O
( ( ( O
8 CD CD O
) ) ) O
it PRP PRP O
is VBZ VBZ O
necessary JJ JJ O
to TO TO O
consider VB VB O
the DT DT O
question NN NN O
as IN IN O
to TO TO O
whether IN IN O
the DT DT O
applicant NN NN O
for IN IN O
licence NN NN O
is VBZ VBZ O
disqualified VBN VBN O
for IN IN O
the DT DT O
time NN NN O
being VBG VBG O
for IN IN O
holding VBG VBG O
or CC CC O
obtaining VBG VBG O
a DT DT O
driving VBG VBG O
licence NN NN O
. . . O

No DT DT O
doubt NN NN O
a DT DT O
rule NN NN O
inconsistent NN NN O
with IN IN O
any DT DT O
of IN IN O
the DT DT O
provisions NNS NNS O
of IN IN O
the DT DT O
statute NN NN O
under IN IN O
which WDT WDT O
the DT DT O
same JJ JJ O
has VBZ VBZ O
been VBN VBN O
made VBN VBN O
cannot NN NN O
be VB VB O
upheld NN NN O
. . . O

But CC CC O
so RB RB O
long RB RB O
as IN IN O
the DT DT O
rule NN NN O
prescribes NNS NNS O
a DT DT O
qualification NN NN O
in IN IN O
addition NN NN O
to TO TO O
those DT DT O
prescribed NNS NNS O
by IN IN O
the DT DT O
statute NN NN O
and CC CC O
that IN IN O
qualification NN NN O
in IN IN O
no DT DT O
way NN NN O
contravenes NNS NNS O
any DT DT O
of IN IN O
the DT DT O
provisions NNS NNS O
of IN IN O
the DT DT O
Act NNP NNP O
, , , O
the DT DT O
same JJ JJ O
has VBZ VBZ O
to TO TO O
be VB VB O
upheld NN NN O
as IN IN O
to TO TO O
be VB VB O
within IN IN O
the DT DT O
rule NN NN O
- : : O
making VBG VBG O
power NN NN O
of IN IN O
the DT DT O
rule NN NN O
- : : O
making VBG VBG O
body NN NN O
. . . O

As IN IN O
already RB RB O
indicated VBN VBN O
, , , O
the DT DT O
scheme NN NN O
of IN IN O
the DT DT O
provisions NNS NNS O
referred VBN VBN O
to TO TO O
above IN IN O
is VBZ VBZ O
that IN IN O
the DT DT O
State NN NN O
Government NN NN O
is VBZ VBZ O
also RB RB O
enabled VBN VBN O
to TO TO O
make VB VB O
rules NNS NNS O
for IN IN O
the DT DT O
purpose NN NN O
of IN IN O
carrying VBG VBG O
out IN IN O
the DT DT O
provisions NNS NNS O
relating VBG VBG O
to TO TO O
licensing NN NN O
of IN IN O
drivers NNS NNS O
of IN IN O
motor NN NN O
vehicles NNS NNS O
. . . O

If IN IN O
that IN IN O
be VB VB O
so RB RB O
, , , O
the DT DT O
State NN NN O
Government NN NN O
is VBZ VBZ O
competent NN NN O
to TO TO O
make VB VB O
a DT DT O
rule NN NN O
prescribing VBG VBG O
qualifications NNS NNS O
for IN IN O
obtaining VBG VBG O
licence NN NN O
for IN IN O
driving VBG VBG O
motor NN NN O
vehicle NN NN O
in IN IN O
addition NN NN O
to TO TO O
any DT DT O
one CD CD O
of IN IN O
the DT DT O
qualifications NNS NNS O
stipulated VBN VBN O
or CC CC O
prescribed NNS NNS O
by IN IN O
any DT DT O
of IN IN O
the DT DT O
provisions NNS NNS O
of IN IN O
the DT DT O
Act NNP NNP O
provided VBN VBN O
the DT DT O
same JJ JJ O
does VBZ VBZ O
not RB RB O
contravene NN NN O
any DT DT O
such JJ JJ O
provision NN NN O
. . . O

For IN IN O
example NN NN O
the DT DT O
State NN NN O
cannot NN NN O
make VB VB O
a DT DT O
rule NN NN O
prescribing VBG VBG O
a DT DT O
lower JJR JJR O
age NN NN O
than IN IN O
that IN IN O
prescribed NNS NNS O
under IN IN O
Section NN NN O
4 CD CD O
. . . O

But CC CC O
, , , O
it PRP PRP O
is VBZ VBZ O
my PRP$ PRP$ O
firm NN NN O
view NN NN O
that IN IN O
it PRP PRP O
can MD MD O
prescribe NN NN O
a DT DT O
qualification NN NN O
raising VBG VBG O
the DT DT O
minimum NN NN O
age NN NN O
from IN IN O
that IN IN O
prescribed NNS NNS O
under IN IN O
Section NN NN O
4 CD CD O
or CC CC O
one CD CD O
which WDT WDT O
in IN IN O
effect NN NN O
so RB RB O
raises NNS NNS O
the DT DT O
minimum NN NN O
age NN NN O
. . . O

It PRP PRP O
cannot NN NN O
be VB VB O
said VBD VBD O
that IN IN O
such JJ JJ O
a DT DT O
prescription NN NN O
would MD MD O
contravene NN NN O
Section NN NN O
4 CD CD O
. . . O

10 CD CD O
. . . O

The DT DT O
above IN IN O
discussion NN NN O
will MD MD O
reveal NN NN O
that IN IN O
apart RB RB O
from IN IN O
the DT DT O
prescription NN NN O
contained VBN VBN O
in IN IN O
the DT DT O
Act NNP NNP O
, , , O
under IN IN O
Section NN NN O
21 CD CD O
the DT DT O
concerned JJ JJ O
State NN NN O
Government NN NN O
can MD MD O
also RB RB O
prescribe NN NN O
qualifications NNS NNS O
not RB RB O
contrary JJ JJ O
to TO TO O
those DT DT O
prescribed NNS NNS O
by IN IN O
any DT DT O
of IN IN O
the DT DT O
provisions NNS NNS O
of IN IN O
the DT DT O
statute NN NN O
. . . O

So RB RB O
far RB RB O
as IN IN O
the DT DT O
case NN NN O
on IN IN O
hand NN NN O
is VBZ VBZ O
concerned JJ JJ O
, , , O
it PRP PRP O
has VBZ VBZ O
already RB RB O
been VBN VBN O
said VBD VBD O
that IN IN O
the DT DT O
provision NN NN O
in IN IN O
the DT DT O
proviso NN NN O
to TO TO O
Rule NN NN O
10 CD CD O
cannot NN NN O
be VB VB O
said VBD VBD O
to TO TO O
contravene NN NN O
Section NN NN O
4 CD CD O
of IN IN O
the DT DT O
Act NNP NNP O
as IN IN O
contended VBN VBN O
for IN IN O
on IN IN O
behalf NN NN O
of IN IN O
the DT DT O
petitioner NN NN O
. . . O

It PRP PRP O
cannot NN NN O
also RB RB O
be VB VB O
said VBD VBD O
that IN IN O
the DT DT O
onlyqualifications NNS NNS O
of IN IN O
which WDT WDT O
the DT DT O
licensing NN NN O
authority NN NN O
is VBZ VBZ O
to TO TO O
be VB VB O
satisfied JJ JJ O
for IN IN O
giving VBG VBG O
a DT DT O
licence NN NN O
are VBP VBP O
such JJ JJ O
as IN IN O
those DT DT O
mentioned VBN VBN O
in IN IN O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
8 CD CD O
) ) ) O
of IN IN O
Section NN NN O
7 CD CD O
as IN IN O
contended VBN VBN O
for IN IN O
relying VBG VBG O
on IN IN O
the DT DT O
decision NN NN O
of IN IN O
the DT DT O
Karnataka NNP NNP O
High JJ JJ O
Court NNP NNP O
referred VBN VBN O
to TO TO O
above IN IN O
. . . O

11 CD CD O
. . . O

In IN IN O
view NN NN O
of IN IN O
what WP WP O
is VBZ VBZ O
stated VBN VBN O
hereinbefore NN NN O
there RB RB O
is VBZ VBZ O
no DT DT O
merit NN NN O
in IN IN O
the DT DT O
contention NN NN O
advanced JJ JJ O
on IN IN O
behalf NN NN O
of IN IN O
the DT DT O
petitioner NN NN O
that IN IN O
the DT DT O
rule NN NN O
making VBG VBG O
body NN NN O
, , , O
namely RB RB O
, , , O
the DT DT O
State NN NN O
Government NN NN O
has VBZ VBZ O
travelled VBN VBN O
beyond IN IN O
its PRP$ PRP$ O
rule NN NN O
making VBG VBG O
power NN NN O
in IN IN O
incorporating VBG VBG O
the DT DT O
proviso NN NN O
to TO TO O
Rule NN NN O
10 CD CD O
in IN IN O
the DT DT O
Kerala NNP NNP O
Motor NNP NNP O
Vehicles NNS NNS O
Rules NNS NNS O
, , , O
1961 CD CD O
, , , O
founded VBN VBN O
on IN IN O
Sections NNS NNS O
4 CD CD O
, , , O
7 CD CD O
and CC CC O
8 CD CD O
of IN IN O
the DT DT O
Act NNP NNP O
already RB RB O
discussed VBN VBN O
. . . O

The DT DT O
learned VBN VBN O
counsel NN NN O
for IN IN O
the DT DT O
petitioner NN NN O
argued VBD VBD O
that IN IN O
I PRP PRP O
should MD MD O
take VB VB O
note NN NN O
of IN IN O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
7 CD CD O
) ) ) O
( ( ( O
a DT DT O
) ) ) O
of IN IN O
Section NN NN O
7 CD CD O
of IN IN O
the DT DT O
Act NNP NNP O
also RB RB O
. . . O

The DT DT O
contention NN NN O
is VBZ VBZ O
that IN IN O
under IN IN O
the DT DT O
aforesaid NN NN O
clause NN NN O
a DT DT O
person NN NN O
who WP WP O
passes NNS NNS O
the DT DT O
test NN NN O
in IN IN O
driving VBG VBG O
a DT DT O
heavy JJ JJ O
goods NNS NNS O
vehicle NN NN O
shall MD MD O
be VB VB O
deemed VBN VBN O
also RB RB O
to TO TO O
have VB VB O
passed VBN VBN O
the DT DT O
test NN NN O
in IN IN O
driving VBG VBG O
any DT DT O
medium NN NN O
goods NNS NNS O
vehicle NN NN O
or CC CC O
light NN NN O
motor NN NN O
vehicle NN NN O
and CC CC O
that IN IN O
under IN IN O
the DT DT O
body NN NN O
of IN IN O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
7 CD CD O
), NN NN O
the DT DT O
test NN NN O
of IN IN O
competence NN NN O
to TO TO O
drive NN NN O
shall MD MD O
be VB VB O
carried VBN VBN O
out IN IN O
in IN IN O
a DT DT O
vehicle NN NN O
of IN IN O
the DT DT O
type NN NN O
to TO TO O
which WDT WDT O
the DT DT O
application NN NN O
refers NNS NNS O
. . . O

The DT DT O
premise NN NN O
of IN IN O
the DT DT O
argument NN NN O
is VBZ VBZ O
that IN IN O
one CD CD O
may MD MD O
apply VB VB O
to TO TO O
test NN NN O
his PRP$ PRP$ O
competence NN NN O
to TO TO O
drive NN NN O
any DT DT O
category NN NN O
of IN IN O
motor NN NN O
vehicle NN NN O
including VBG VBG O
a DT DT O
heavy JJ JJ O
vehicle NN NN O
and CC CC O
that IN IN O
it PRP PRP O
is VBZ VBZ O
peremptory NN NN O
on IN IN O
the DT DT O
part NN NN O
of IN IN O
the DT DT O
licensing NN NN O
authority NN NN O
to TO TO O
test NN NN O
the DT DT O
competence NN NN O
with IN IN O
reference NN NN O
to TO TO O
such JJ JJ O
category NN NN O
of IN IN O
vehicle NN NN O
. . . O

The DT DT O
further RB RB O
submission NN NN O
is VBZ VBZ O
that IN IN O
under IN IN O
Clause NN NN O
( ( ( O
a DT DT O
) ) ) O
of IN IN O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
7 CD CD O
), NN NN O
if IN IN O
one CD CD O
passes NNS NNS O
the DT DT O
test NN NN O
of IN IN O
competence NN NN O
to TO TO O
drive NN NN O
a DT DT O
heavy JJ JJ O
vehicle NN NN O
, , , O
he PRP PRP O
shall MD MD O
be VB VB O
deemed VBN VBN O
also RB RB O
to TO TO O
have VB VB O
passed VBN VBN O
the DT DT O
test NN NN O
in IN IN O
driving VBG VBG O
any DT DT O
medium NN NN O
goods NNS NNS O
vehicle NN NN O
or CC CC O
light NN NN O
motor NN NN O
vehicle NN NN O
. . . O

If IN IN O
the DT DT O
argument NN NN O
advanced JJ JJ O
on IN IN O
behalf NN NN O
of IN IN O
the DT DT O
petitioner NN NN O
with IN IN O
reference NN NN O
to TO TO O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
7 CD CD O
) ) ) O
of IN IN O
Section NN NN O
7 CD CD O
is VBZ VBZ O
accepted JJ JJ O
, , , O
the DT DT O
result NN NN O
would MD MD O
be VB VB O
the DT DT O
licensing NN NN O
authority NN NN O
would MD MD O
not RB RB O
be VB VB O
compet NN NN O
- : : O

ent NN NN O
to TO TO O
consider VB VB O
whether IN IN O
an DT DT O
applicant NN NN O
is VBZ VBZ O
physically RB RB O
fit NN NN O
, , , O
whether IN IN O
he PRP PRP O
has VBZ VBZ O
paid NN NN O
the DT DT O
required VBN VBN O
fee NN NN O
and CC CC O
whether IN IN O
he PRP PRP O
is VBZ VBZ O
of IN IN O
the DT DT O
age NN NN O
mentioned VBN VBN O
in IN IN O
Section NN NN O
4 CD CD O
of IN IN O
the DT DT O
Act NNP NNP O
. . . O

The DT DT O
scheme NN NN O
of IN IN O
the DT DT O
Act NNP NNP O
cannot NN NN O
be VB VB O
said VBD VBD O
to TO TO O
be VB VB O
such JJ JJ O
that IN IN O
a DT DT O
person NN NN O
who WP WP O
is VBZ VBZ O
not RB RB O
qualified VBN VBN O
for IN IN O
obtaining VBG VBG O
a DT DT O
driving VBG VBG O
licence NN NN O
to TO TO O
drive NN NN O
a DT DT O
particular JJ JJ O
category NN NN O
of IN IN O
motor NN NN O
vehicle NN NN O
may MD MD O
require NN NN O
that IN IN O
his PRP$ PRP$ O
competence NN NN O
to TO TO O
drive NN NN O
that IN IN O
category NN NN O
of IN IN O
vehicle NN NN O
may MD MD O
be VB VB O
tested VBN VBN O
as IN IN O
stated VBN VBN O
in IN IN O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
7 CD CD O
). NN NN O

If IN IN O
such JJ JJ O
person NN NN O
is VBZ VBZ O
qualified VBN VBN O
for IN IN O
obtaining VBG VBG O
a DT DT O
driving VBG VBG O
licence NN NN O
with IN IN O
reference NN NN O
to TO TO O
the DT DT O
qualifications NNS NNS O
prescribed NNS NNS O
in IN IN O
that IN IN O
behalf NN NN O
by IN IN O
law NN NN O
, , , O
be VB VB O
it PRP PRP O
by IN IN O
the DT DT O
provisions NNS NNS O
of IN IN O
the DT DT O
statute NN NN O
or CC CC O
by IN IN O
the DT DT O
provisions NNS NNS O
in IN IN O
the DT DT O
rules NNS NNS O
, , , O
then RB RB O
the DT DT O
question NN NN O
arises NNS NNS O
whether IN IN O
he PRP PRP O
is VBZ VBZ O
competent NN NN O
to TO TO O
drive NN NN O
and CC CC O
he PRP PRP O
may MD MD O
require NN NN O
that IN IN O
his PRP$ PRP$ O
competence NN NN O
in IN IN O
that IN IN O
behalf NN NN O
may MD MD O
be VB VB O
tested VBN VBN O
. . . O

On IN IN O
that IN IN O
applicant NN NN O
passing NN NN O
such JJ JJ O
a DT DT O
test NN NN O
, , , O
then RB RB O
Clause NN NN O
( ( ( O
a DT DT O
) ) ) O
of IN IN O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
7 CD CD O
) ) ) O
says VBZ VBZ O
that IN IN O
he PRP PRP O
shall MD MD O
be VB VB O
deemed VBN VBN O
also RB RB O
to TO TO O
have VB VB O
passed VBN VBN O
the DT DT O
test NN NN O
for IN IN O
driving VBG VBG O
medium NN NN O
goods NNS NNS O
vehicle NN NN O
or CC CC O
light NN NN O
vehicle NN NN O
. . . O

In IN IN O
this DT DT O
view NN NN O
there RB RB O
is VBZ VBZ O
no DT DT O
merit NN NN O
in IN IN O
the DT DT O
contention NN NN O
now RB RB O
advanced JJ JJ O
on IN IN O
behalf NN NN O
of IN IN O
the DT DT O
petitioner NN NN O
with IN IN O
reference NN NN O
to TO TO O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
7 CD CD O
) ) ) O
of IN IN O
Section NN NN O
7 CD CD O
. . . O

12 CD CD O
. . . O

The DT DT O
learned VBN VBN O
counsel NN NN O
for IN IN O
the DT DT O
petitioner NN NN O
also RB RB O
at IN IN O
this DT DT O
juncture NN NN O
referred VBN VBN O
to TO TO O
Section NN NN O
15 CD CD O
of IN IN O
the DT DT O
Act NNP NNP O
. . . O
I PRP PRP O
do VB VB O
not RB RB O
find VB VB O
anything NN NN O
therein NN NN O
which WDT WDT O
would MD MD O
support NN NN O
the DT DT O
contentions NNS NNS O
advanced JJ JJ O
on IN IN O
behalf NN NN O
of IN IN O
the DT DT O
petitioner NN NN O
. . . O

That DT DT O
provision NN NN O
enables NNS NNS O
the DT DT O
licensing NN NN O
authority NN NN O
for IN IN O
giving VBG VBG O
show NN NN O
cause NN NN O
notice NN NN O
and CC CC O
for IN IN O
affording VBG VBG O
an DT DT O
opportunity NN NN O
of IN IN O
being VBG VBG O
heard NN NN O
when WRB WRB O
a DT DT O
particular JJ JJ O
person NN NN O
is VBZ VBZ O
disqualified VBN VBN O
for IN IN O
a DT DT O
specified VBN VBN O
period NN NN O
for IN IN O
holding VBG VBG O
or CC CC O
obtaining VBG VBG O
any DT DT O
driving VBG VBG O
licence NN NN O
or CC CC O
licences NNS NNS O
to TO TO O
drive NN NN O
a DT DT O
particular JJ JJ O
class NN NN O
or CC CC O
description NN NN O
of IN IN O
vehicle NN NN O
on IN IN O
the DT DT O
ground NN NN O
mentioned VBN VBN O
in IN IN O
that IN IN O
section NN NN O
. . . O

13 CD CD O
. . . O

Another DT DT O
